Município;IMEI1;IMEI2;Marca;Modelo;Capacidade;Entrega;Local de Uso;Situação; Patrimonio
Pérola;548412000000000;214815000000000;Multilaser;G Max 2;64GB;Pérola;Escola do município Pérola;Inservível;7897
Pérola;405834000000000;955847000000000;Multilaser;G Max 2;64GB;Pérola;Escola do município Pérola;Danificado;7898
Pérola;237462000000000;969941000000000;Apple;iPhone 15 Pro;256GB;Pérola;Escola do município Pérola;Roubado;7899
Pérola;658458000000000;977323000000000;Philco;Hit P10;128GB;Pérola;Escola do município Pérola;Inservível;7900
Pérola;401657000000000;432647000000000;Multilaser;G Max 2;64GB;Pérola;Escola do município Pérola;Inservível;7901
Pérola;342943000000000;391062000000000;Motorola;Moto G53;128GB;Pérola;Escola do município Pérola;Danificado;7902
Pérola;168992000000000;897105000000000;Samsung;Galaxy S23;256GB;Pérola;Escola do município Pérola;Roubado;7903
Pérola;821644000000000;703447000000000;Xiaomi;Redmi Note 12;128GB;Pérola;Escola do município Pérola;Inservível;7904
Pérola;804603000000000;820719000000000;Samsung;Galaxy S23;256GB;Pérola;Escola do município Pérola;Em uso;7905
Pérola;586591000000000;326627000000000;Philco;Hit P10;128GB;Pérola;Escola do município Pérola;Inservível;7906
Pérola;411917000000000;989375000000000;Apple;iPhone 13;128GB;Pérola;Escola do município Pérola;Roubado;7907
Pérola;972557000000000;147440000000000;Motorola;Moto G53;128GB;Pérola;Escola do município Pérola;Em uso;7908
Pérola;286631000000000;479770000000000;Motorola;Moto G53;128GB;Pérola;Escola do município Pérola;Danificado;7909
Pérola;667325000000000;444724000000000;Samsung;Galaxy S23;256GB;Pérola;Escola do município Pérola;Roubado;7910
Pérola;393576000000000;835578000000000;Samsung;Galaxy S23;256GB;Pérola;Escola do município Pérola;Roubado;7911
Pérola;139431000000000;377167000000000;Motorola;Edge 40;256GB;Pérola;Escola do município Pérola;Inservível;7912
Pérola;254689000000000;673602000000000;Apple;iPhone 15 Pro;256GB;Pérola;Escola do município Pérola;Danificado;7913
Pérola;652981000000000;233041000000000;Samsung;Galaxy A14;128GB;Pérola;Escola do município Pérola;Danificado;7914
Pérola;283997000000000;904287000000000;Philco;Hit P10;128GB;Pérola;Escola do município Pérola;Danificado;7915
Pérola;352327000000000;365222000000000;Xiaomi;Poco X5;256GB;Pérola;Escola do município Pérola;Danificado;7916
Pérola;208843000000000;703214000000000;Motorola;Moto G53;128GB;Pérola;Escola do município Pérola;Roubado;7917
Pérola;742442000000000;614346000000000;Samsung;Galaxy A14;128GB;Pérola;Escola do município Pérola;Roubado;7918
Pérola;464655000000000;466927000000000;Samsung;Galaxy A14;128GB;Pérola;Escola do município Pérola;Danificado;7919
Pérola;999253000000000;897676000000000;Samsung;Galaxy S23;256GB;Pérola;Escola do município Pérola;Roubado;7920
Pérola d'Oeste;401060000000000;153307000000000;Motorola;Moto G53;128GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Roubado;7921
Pérola d'Oeste;954699000000000;526463000000000;Samsung;Galaxy A14;128GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Em uso;7922
Pérola d'Oeste;402792000000000;886913000000000;Samsung;Galaxy A14;128GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Inservível;7923
Pérola d'Oeste;262557000000000;596597000000000;Samsung;Galaxy S23;256GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Roubado;7924
Pérola d'Oeste;317974000000000;234670000000000;Philco;Hit P10;128GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Danificado;7925
Pérola d'Oeste;209966000000000;821965000000000;Motorola;Moto G53;128GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Inservível;7926
Pérola d'Oeste;862144000000000;396284000000000;Samsung;Galaxy A14;128GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Danificado;7927
Pérola d'Oeste;860491000000000;297219000000000;Xiaomi;Poco X5;256GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Inservível;7928
Pérola d'Oeste;221669000000000;817117000000000;Motorola;Moto G53;128GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Inservível;7929
Pérola d'Oeste;610125000000000;263175000000000;Multilaser;G Max 2;64GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Em uso;7930
Pérola d'Oeste;684932000000000;241162000000000;Philco;Hit P10;128GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Danificado;7931
Pérola d'Oeste;532739000000000;939399000000000;Apple;iPhone 15 Pro;256GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Danificado;7932
Pérola d'Oeste;466851000000000;231535000000000;Apple;iPhone 13;128GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Roubado;7933
Pérola d'Oeste;705037000000000;515162000000000;Apple;iPhone 15 Pro;256GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Roubado;7934
Pérola d'Oeste;778335000000000;579957000000000;Philco;Hit P10;128GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Em uso;7935
Pérola d'Oeste;154705000000000;590371000000000;Apple;iPhone 13;128GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Danificado;7936
Pérola d'Oeste;925000000000000;888757000000000;Philco;Hit P10;128GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Roubado;7937
Pérola d'Oeste;427162000000000;953471000000000;Motorola;Moto G53;128GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Em uso;7938
Pérola d'Oeste;523012000000000;719486000000000;Motorola;Moto G53;128GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Roubado;7939
Pérola d'Oeste;676615000000000;423581000000000;Samsung;Galaxy S23;256GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Roubado;7940
Pérola d'Oeste;103467000000000;230348000000000;Philco;Hit P10;128GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Danificado;7941
Pérola d'Oeste;221647000000000;484022000000000;Apple;iPhone 15 Pro;256GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Inservível;7942
Pérola d'Oeste;178530000000000;448175000000000;Motorola;Moto G53;128GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Roubado;7943
Pérola d'Oeste;352713000000000;931334000000000;Samsung;Galaxy S23;256GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Inservível;7944
Pérola d'Oeste;492167000000000;226367000000000;Xiaomi;Redmi Note 12;128GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Inservível;7945
Pérola d'Oeste;712348000000000;278049000000000;Xiaomi;Poco X5;256GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Inservível;7946
Pérola d'Oeste;322533000000000;923540000000000;Samsung;Galaxy A14;128GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Roubado;7947
Pérola d'Oeste;485442000000000;520816000000000;Samsung;Galaxy S23;256GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Roubado;7948
Pérola d'Oeste;448991000000000;614295000000000;Samsung;Galaxy A14;128GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Inservível;7949
Pérola d'Oeste;969223000000000;696880000000000;Motorola;Edge 40;256GB;Pérola d'Oeste;Escola do município Pérola d'Oeste;Inservível;7950
Piên;720794000000000;500237000000000;Philco;Hit P10;128GB;Piên;Escola do município Piên;Danificado;7951
Piên;303530000000000;602436000000000;Apple;iPhone 15 Pro;256GB;Piên;Escola do município Piên;Danificado;7952
Piên;610063000000000;517219000000000;Motorola;Edge 40;256GB;Piên;Escola do município Piên;Em uso;7953
Piên;822429000000000;202783000000000;Apple;iPhone 15 Pro;256GB;Piên;Escola do município Piên;Roubado;7954
Piên;123160000000000;948162000000000;Philco;Hit P10;128GB;Piên;Escola do município Piên;Inservível;7955
Piên;141485000000000;577560000000000;Motorola;Edge 40;256GB;Piên;Escola do município Piên;Em uso;7956
Piên;117147000000000;281571000000000;Apple;iPhone 13;128GB;Piên;Escola do município Piên;Inservível;7957
Piên;468303000000000;360469000000000;Motorola;Moto G53;128GB;Piên;Escola do município Piên;Em uso;7958
Piên;339696000000000;401316000000000;Apple;iPhone 13;128GB;Piên;Escola do município Piên;Danificado;7959
Piên;397637000000000;189677000000000;Apple;iPhone 15 Pro;256GB;Piên;Escola do município Piên;Em uso;7960
Piên;979014000000000;892554000000000;Samsung;Galaxy S23;256GB;Piên;Escola do município Piên;Inservível;7961
Piên;849210000000000;729340000000000;Apple;iPhone 15 Pro;256GB;Piên;Escola do município Piên;Roubado;7962
Piên;370366000000000;150934000000000;Philco;Hit P10;128GB;Piên;Escola do município Piên;Inservível;7963
Piên;452405000000000;730176000000000;Motorola;Edge 40;256GB;Piên;Escola do município Piên;Em uso;7964
Piên;156747000000000;278714000000000;Samsung;Galaxy A14;128GB;Piên;Escola do município Piên;Roubado;7965
Piên;644792000000000;552060000000000;Samsung;Galaxy A14;128GB;Piên;Escola do município Piên;Inservível;7966
Piên;374687000000000;814749000000000;Motorola;Edge 40;256GB;Piên;Escola do município Piên;Danificado;7967
Piên;181084000000000;462883000000000;Apple;iPhone 13;128GB;Piên;Escola do município Piên;Em uso;7968
Piên;314767000000000;231251000000000;Multilaser;G Max 2;64GB;Piên;Escola do município Piên;Roubado;7969
Piên;895784000000000;272324000000000;Xiaomi;Redmi Note 12;128GB;Piên;Escola do município Piên;Em uso;7970
Piên;618205000000000;205394000000000;Motorola;Edge 40;256GB;Piên;Escola do município Piên;Inservível;7971
Piên;201622000000000;685426000000000;Apple;iPhone 13;128GB;Piên;Escola do município Piên;Inservível;7972
Piên;992747000000000;542569000000000;Samsung;Galaxy S23;256GB;Piên;Escola do município Piên;Inservível;7973
Piên;708184000000000;347334000000000;Xiaomi;Redmi Note 12;128GB;Piên;Escola do município Piên;Em uso;7974
Piên;444643000000000;630250000000000;Xiaomi;Redmi Note 12;128GB;Piên;Escola do município Piên;Roubado;7975
Piên;462461000000000;782281000000000;Samsung;Galaxy S23;256GB;Piên;Escola do município Piên;Roubado;7976
Piên;852071000000000;758864000000000;Philco;Hit P10;128GB;Piên;Escola do município Piên;Em uso;7977
Piên;103978000000000;939830000000000;Samsung;Galaxy S23;256GB;Piên;Escola do município Piên;Em uso;7978
Piên;391492000000000;932430000000000;Philco;Hit P10;128GB;Piên;Escola do município Piên;Em uso;7979
Piên;569405000000000;878635000000000;Samsung;Galaxy S23;256GB;Piên;Escola do município Piên;Danificado;7980
Pinhais;357798000000000;686461000000000;Xiaomi;Redmi Note 12;128GB;Pinhais;Escola do município Pinhais;Danificado;7981
Pinhais;999764000000000;141996000000000;Samsung;Galaxy S23;256GB;Pinhais;Escola do município Pinhais;Em uso;7982
Pinhais;588676000000000;614323000000000;Samsung;Galaxy A14;128GB;Pinhais;Escola do município Pinhais;Inservível;7983
Pinhais;746246000000000;993176000000000;Xiaomi;Redmi Note 12;128GB;Pinhais;Escola do município Pinhais;Roubado;7984
Pinhais;860074000000000;350310000000000;Xiaomi;Redmi Note 12;128GB;Pinhais;Escola do município Pinhais;Em uso;7985
Pinhais;132396000000000;643320000000000;Xiaomi;Poco X5;256GB;Pinhais;Escola do município Pinhais;Em uso;7986
Pinhais;720734000000000;429226000000000;Motorola;Edge 40;256GB;Pinhais;Escola do município Pinhais;Inservível;7987
Pinhais;746160000000000;276978000000000;Motorola;Edge 40;256GB;Pinhais;Escola do município Pinhais;Danificado;7988
Pinhais;300730000000000;956287000000000;Philco;Hit P10;128GB;Pinhais;Escola do município Pinhais;Danificado;7989
Pinhais;618919000000000;605740000000000;Apple;iPhone 13;128GB;Pinhais;Escola do município Pinhais;Em uso;7990
Pinhais;175570000000000;547558000000000;Philco;Hit P10;128GB;Pinhais;Escola do município Pinhais;Inservível;7991
Pinhais;570896000000000;777365000000000;Motorola;Moto G53;128GB;Pinhais;Escola do município Pinhais;Roubado;7992
Pinhais;235177000000000;115828000000000;Samsung;Galaxy S23;256GB;Pinhais;Escola do município Pinhais;Inservível;7993
Pinhais;509751000000000;357899000000000;Apple;iPhone 13;128GB;Pinhais;Escola do município Pinhais;Em uso;7994
Pinhais;204967000000000;857112000000000;Multilaser;G Max 2;64GB;Pinhais;Escola do município Pinhais;Roubado;7995
Pinhais;979269000000000;824953000000000;Motorola;Edge 40;256GB;Pinhais;Escola do município Pinhais;Inservível;7996
Pinhais;411391000000000;740957000000000;Samsung;Galaxy A14;128GB;Pinhais;Escola do município Pinhais;Inservível;7997
Pinhais;809646000000000;732610000000000;Xiaomi;Poco X5;256GB;Pinhais;Escola do município Pinhais;Danificado;7998
Pinhais;799628000000000;167938000000000;Motorola;Moto G53;128GB;Pinhais;Escola do município Pinhais;Danificado;7999
Pinhais;777308000000000;715378000000000;Philco;Hit P10;128GB;Pinhais;Escola do município Pinhais;Inservível;8000
Pinhais;399167000000000;491787000000000;Samsung;Galaxy S23;256GB;Pinhais;Escola do município Pinhais;Danificado;8001
Pinhais;139261000000000;652557000000000;Philco;Hit P10;128GB;Pinhais;Escola do município Pinhais;Inservível;8002
Pinhais;641789000000000;217806000000000;Apple;iPhone 15 Pro;256GB;Pinhais;Escola do município Pinhais;Em uso;8003
Pinhais;848479000000000;960359000000000;Philco;Hit P10;128GB;Pinhais;Escola do município Pinhais;Em uso;8004
Pinhais;629492000000000;671700000000000;Samsung;Galaxy S23;256GB;Pinhais;Escola do município Pinhais;Roubado;8005
Pinhais;731507000000000;409890000000000;Apple;iPhone 15 Pro;256GB;Pinhais;Escola do município Pinhais;Danificado;8006
Pinhais;360308000000000;685911000000000;Philco;Hit P10;128GB;Pinhais;Escola do município Pinhais;Em uso;8007
Pinhais;636341000000000;475033000000000;Xiaomi;Poco X5;256GB;Pinhais;Escola do município Pinhais;Em uso;8008
Pinhais;940864000000000;821854000000000;Philco;Hit P10;128GB;Pinhais;Escola do município Pinhais;Em uso;8009
Pinhais;931159000000000;657266000000000;Apple;iPhone 15 Pro;256GB;Pinhais;Escola do município Pinhais;Danificado;8010
Pinhal de São Bento;676903000000000;301924000000000;Samsung;Galaxy S23;256GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Em uso;8011
Pinhal de São Bento;836262000000000;625393000000000;Motorola;Moto G53;128GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Danificado;8012
Pinhal de São Bento;810476000000000;446516000000000;Apple;iPhone 13;128GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Danificado;8013
Pinhal de São Bento;733900000000000;120365000000000;Samsung;Galaxy S23;256GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Danificado;8014
Pinhal de São Bento;438369000000000;810973000000000;Philco;Hit P10;128GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Inservível;8015
Pinhal de São Bento;571260000000000;832429000000000;Motorola;Edge 40;256GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Em uso;8016
Pinhal de São Bento;610754000000000;357998000000000;Motorola;Edge 40;256GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Danificado;8017
Pinhal de São Bento;302365000000000;999211000000000;Samsung;Galaxy A14;128GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Danificado;8018
Pinhal de São Bento;429494000000000;945550000000000;Motorola;Edge 40;256GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Em uso;8019
Pinhal de São Bento;803865000000000;516549000000000;Xiaomi;Redmi Note 12;128GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Roubado;8020
Pinhal de São Bento;849204000000000;579851000000000;Apple;iPhone 15 Pro;256GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Em uso;8021
Pinhal de São Bento;167573000000000;478689000000000;Xiaomi;Poco X5;256GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Em uso;8022
Pinhal de São Bento;173994000000000;852077000000000;Philco;Hit P10;128GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Danificado;8023
Pinhal de São Bento;159142000000000;699569000000000;Xiaomi;Poco X5;256GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Inservível;8024
Pinhal de São Bento;869151000000000;666606000000000;Motorola;Moto G53;128GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Danificado;8025
Pinhal de São Bento;606896000000000;306460000000000;Apple;iPhone 15 Pro;256GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Em uso;8026
Pinhal de São Bento;307266000000000;605209000000000;Motorola;Moto G53;128GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Inservível;8027
Pinhal de São Bento;690124000000000;591789000000000;Philco;Hit P10;128GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Inservível;8028
Pinhal de São Bento;133534000000000;299471000000000;Xiaomi;Poco X5;256GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Em uso;8029
Pinhal de São Bento;206787000000000;720044000000000;Motorola;Moto G53;128GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Roubado;8030
Pinhal de São Bento;872055000000000;426848000000000;Motorola;Edge 40;256GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Em uso;8031
Pinhal de São Bento;333455000000000;431203000000000;Samsung;Galaxy A14;128GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Danificado;8032
Pinhal de São Bento;388505000000000;423208000000000;Motorola;Edge 40;256GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Em uso;8033
Pinhal de São Bento;162643000000000;817345000000000;Philco;Hit P10;128GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Inservível;8034
Pinhal de São Bento;711534000000000;936893000000000;Apple;iPhone 13;128GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Em uso;8035
Pinhal de São Bento;376595000000000;197670000000000;Apple;iPhone 15 Pro;256GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Danificado;8036
Pinhal de São Bento;222290000000000;221994000000000;Xiaomi;Redmi Note 12;128GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Em uso;8037
Pinhal de São Bento;318637000000000;229386000000000;Xiaomi;Poco X5;256GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Danificado;8038
Pinhal de São Bento;316787000000000;329301000000000;Multilaser;G Max 2;64GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Danificado;8039
Pinhal de São Bento;796872000000000;900690000000000;Motorola;Edge 40;256GB;Pinhal de São Bento;Escola do município Pinhal de São Bento;Danificado;8040
Pinhalão;172450000000000;509371000000000;Samsung;Galaxy A14;128GB;Pinhalão;Escola do município Pinhalão;Roubado;8041
Pinhalão;535051000000000;274140000000000;Xiaomi;Redmi Note 12;128GB;Pinhalão;Escola do município Pinhalão;Inservível;8042
Pinhalão;796344000000000;508795000000000;Multilaser;G Max 2;64GB;Pinhalão;Escola do município Pinhalão;Em uso;8043
Pinhalão;306579000000000;425654000000000;Philco;Hit P10;128GB;Pinhalão;Escola do município Pinhalão;Em uso;8044
Pinhalão;898398000000000;964485000000000;Samsung;Galaxy S23;256GB;Pinhalão;Escola do município Pinhalão;Roubado;8045
Pinhalão;249582000000000;947936000000000;Xiaomi;Redmi Note 12;128GB;Pinhalão;Escola do município Pinhalão;Em uso;8046
Pinhalão;771620000000000;700691000000000;Samsung;Galaxy S23;256GB;Pinhalão;Escola do município Pinhalão;Em uso;8047
Pinhalão;483846000000000;597751000000000;Xiaomi;Redmi Note 12;128GB;Pinhalão;Escola do município Pinhalão;Em uso;8048
Pinhalão;824961000000000;647392000000000;Motorola;Moto G53;128GB;Pinhalão;Escola do município Pinhalão;Roubado;8049
Pinhalão;120502000000000;255105000000000;Apple;iPhone 15 Pro;256GB;Pinhalão;Escola do município Pinhalão;Em uso;8050
Pinhalão;688087000000000;433867000000000;Xiaomi;Redmi Note 12;128GB;Pinhalão;Escola do município Pinhalão;Em uso;8051
Pinhalão;409202000000000;684027000000000;Samsung;Galaxy A14;128GB;Pinhalão;Escola do município Pinhalão;Em uso;8052
Pinhalão;893041000000000;216717000000000;Philco;Hit P10;128GB;Pinhalão;Escola do município Pinhalão;Em uso;8053
Pinhalão;186463000000000;152435000000000;Multilaser;G Max 2;64GB;Pinhalão;Escola do município Pinhalão;Em uso;8054
Pinhalão;607669000000000;510744000000000;Samsung;Galaxy A14;128GB;Pinhalão;Escola do município Pinhalão;Em uso;8055
Pinhalão;977174000000000;131485000000000;Xiaomi;Poco X5;256GB;Pinhalão;Escola do município Pinhalão;Em uso;8056
Pinhalão;931811000000000;332965000000000;Xiaomi;Poco X5;256GB;Pinhalão;Escola do município Pinhalão;Em uso;8057
Pinhalão;430349000000000;493760000000000;Motorola;Moto G53;128GB;Pinhalão;Escola do município Pinhalão;Danificado;8058
Pinhalão;512411000000000;671522000000000;Motorola;Moto G53;128GB;Pinhalão;Escola do município Pinhalão;Em uso;8059
Pinhalão;697155000000000;826667000000000;Motorola;Moto G53;128GB;Pinhalão;Escola do município Pinhalão;Em uso;8060
Pinhalão;147782000000000;829733000000000;Samsung;Galaxy S23;256GB;Pinhalão;Escola do município Pinhalão;Danificado;8061
Pinhalão;489605000000000;743723000000000;Xiaomi;Poco X5;256GB;Pinhalão;Escola do município Pinhalão;Danificado;8062
Pinhalão;209285000000000;538714000000000;Samsung;Galaxy A14;128GB;Pinhalão;Escola do município Pinhalão;Em uso;8063
Pinhalão;493247000000000;181107000000000;Xiaomi;Poco X5;256GB;Pinhalão;Escola do município Pinhalão;Danificado;8064
Pinhalão;968333000000000;923970000000000;Multilaser;G Max 2;64GB;Pinhalão;Escola do município Pinhalão;Inservível;8065
Pinhalão;570656000000000;272346000000000;Philco;Hit P10;128GB;Pinhalão;Escola do município Pinhalão;Em uso;8066
Pinhalão;804417000000000;936064000000000;Motorola;Edge 40;256GB;Pinhalão;Escola do município Pinhalão;Inservível;8067
Pinhalão;632721000000000;939210000000000;Apple;iPhone 15 Pro;256GB;Pinhalão;Escola do município Pinhalão;Danificado;8068
Pinhalão;132841000000000;973276000000000;Samsung;Galaxy A14;128GB;Pinhalão;Escola do município Pinhalão;Roubado;8069
Pinhalão;260799000000000;329679000000000;Apple;iPhone 13;128GB;Pinhalão;Escola do município Pinhalão;Danificado;8070
Pinhão;416349000000000;530883000000000;Multilaser;G Max 2;64GB;Pinhão;Escola do município Pinhão;Inservível;8071
Pinhão;756550000000000;922218000000000;Xiaomi;Poco X5;256GB;Pinhão;Escola do município Pinhão;Danificado;8072
Pinhão;485681000000000;996666000000000;Multilaser;G Max 2;64GB;Pinhão;Escola do município Pinhão;Inservível;8073
Pinhão;129239000000000;733512000000000;Samsung;Galaxy S23;256GB;Pinhão;Escola do município Pinhão;Inservível;8074
Pinhão;483092000000000;246525000000000;Xiaomi;Redmi Note 12;128GB;Pinhão;Escola do município Pinhão;Inservível;8075
Pinhão;174067000000000;489231000000000;Philco;Hit P10;128GB;Pinhão;Escola do município Pinhão;Roubado;8076
Pinhão;547556000000000;427260000000000;Motorola;Edge 40;256GB;Pinhão;Escola do município Pinhão;Inservível;8077
Pinhão;841581000000000;192865000000000;Motorola;Moto G53;128GB;Pinhão;Escola do município Pinhão;Inservível;8078
Pinhão;360440000000000;643477000000000;Multilaser;G Max 2;64GB;Pinhão;Escola do município Pinhão;Inservível;8079
Pinhão;818373000000000;975256000000000;Multilaser;G Max 2;64GB;Pinhão;Escola do município Pinhão;Danificado;8080
Pinhão;454165000000000;666043000000000;Philco;Hit P10;128GB;Pinhão;Escola do município Pinhão;Danificado;8081
Pinhão;907418000000000;602429000000000;Motorola;Moto G53;128GB;Pinhão;Escola do município Pinhão;Danificado;8082
Pinhão;384638000000000;384419000000000;Apple;iPhone 15 Pro;256GB;Pinhão;Escola do município Pinhão;Roubado;8083
Pinhão;364291000000000;305459000000000;Motorola;Edge 40;256GB;Pinhão;Escola do município Pinhão;Em uso;8084
Pinhão;500227000000000;318333000000000;Philco;Hit P10;128GB;Pinhão;Escola do município Pinhão;Danificado;8085
Pinhão;155798000000000;156017000000000;Xiaomi;Poco X5;256GB;Pinhão;Escola do município Pinhão;Em uso;8086
Pinhão;213648000000000;565961000000000;Apple;iPhone 13;128GB;Pinhão;Escola do município Pinhão;Em uso;8087
Pinhão;776170000000000;635213000000000;Xiaomi;Redmi Note 12;128GB;Pinhão;Escola do município Pinhão;Em uso;8088
Pinhão;434266000000000;937332000000000;Motorola;Edge 40;256GB;Pinhão;Escola do município Pinhão;Em uso;8089
Pinhão;543452000000000;341058000000000;Apple;iPhone 15 Pro;256GB;Pinhão;Escola do município Pinhão;Roubado;8090
Pinhão;873433000000000;656896000000000;Xiaomi;Poco X5;256GB;Pinhão;Escola do município Pinhão;Danificado;8091
Pinhão;439867000000000;278470000000000;Motorola;Edge 40;256GB;Pinhão;Escola do município Pinhão;Inservível;8092
Pinhão;677065000000000;771380000000000;Xiaomi;Redmi Note 12;128GB;Pinhão;Escola do município Pinhão;Danificado;8093
Pinhão;479927000000000;788634000000000;Philco;Hit P10;128GB;Pinhão;Escola do município Pinhão;Inservível;8094
Pinhão;573231000000000;778693000000000;Motorola;Edge 40;256GB;Pinhão;Escola do município Pinhão;Em uso;8095
Pinhão;122952000000000;120256000000000;Motorola;Edge 40;256GB;Pinhão;Escola do município Pinhão;Danificado;8096
Pinhão;489202000000000;858493000000000;Multilaser;G Max 2;64GB;Pinhão;Escola do município Pinhão;Inservível;8097
Pinhão;583417000000000;530027000000000;Motorola;Moto G53;128GB;Pinhão;Escola do município Pinhão;Inservível;8098
Pinhão;785516000000000;200876000000000;Motorola;Edge 40;256GB;Pinhão;Escola do município Pinhão;Em uso;8099
Pinhão;812830000000000;452152000000000;Motorola;Moto G53;128GB;Pinhão;Escola do município Pinhão;Inservível;8100
Piraí do Sul;107221000000000;162876000000000;Xiaomi;Redmi Note 12;128GB;Piraí do Sul;Escola do município Piraí do Sul;Roubado;8101
Piraí do Sul;780591000000000;223883000000000;Samsung;Galaxy S23;256GB;Piraí do Sul;Escola do município Piraí do Sul;Em uso;8102
Piraí do Sul;551586000000000;103705000000000;Apple;iPhone 15 Pro;256GB;Piraí do Sul;Escola do município Piraí do Sul;Inservível;8103
Piraí do Sul;428271000000000;498883000000000;Apple;iPhone 13;128GB;Piraí do Sul;Escola do município Piraí do Sul;Roubado;8104
Piraí do Sul;837475000000000;973496000000000;Motorola;Edge 40;256GB;Piraí do Sul;Escola do município Piraí do Sul;Inservível;8105
Piraí do Sul;487579000000000;124953000000000;Multilaser;G Max 2;64GB;Piraí do Sul;Escola do município Piraí do Sul;Danificado;8106
Piraí do Sul;479655000000000;585983000000000;Multilaser;G Max 2;64GB;Piraí do Sul;Escola do município Piraí do Sul;Roubado;8107
Piraí do Sul;383827000000000;566399000000000;Xiaomi;Poco X5;256GB;Piraí do Sul;Escola do município Piraí do Sul;Inservível;8108
Piraí do Sul;873270000000000;278485000000000;Motorola;Edge 40;256GB;Piraí do Sul;Escola do município Piraí do Sul;Roubado;8109
Piraí do Sul;414857000000000;324283000000000;Samsung;Galaxy S23;256GB;Piraí do Sul;Escola do município Piraí do Sul;Danificado;8110
Piraí do Sul;469719000000000;278252000000000;Motorola;Edge 40;256GB;Piraí do Sul;Escola do município Piraí do Sul;Em uso;8111
Piraí do Sul;525380000000000;715670000000000;Motorola;Moto G53;128GB;Piraí do Sul;Escola do município Piraí do Sul;Danificado;8112
Piraí do Sul;529612000000000;430000000000000;Motorola;Moto G53;128GB;Piraí do Sul;Escola do município Piraí do Sul;Em uso;8113
Piraí do Sul;944581000000000;913766000000000;Multilaser;G Max 2;64GB;Piraí do Sul;Escola do município Piraí do Sul;Danificado;8114
Piraí do Sul;170653000000000;522159000000000;Philco;Hit P10;128GB;Piraí do Sul;Escola do município Piraí do Sul;Inservível;8115
Piraí do Sul;539452000000000;770774000000000;Motorola;Edge 40;256GB;Piraí do Sul;Escola do município Piraí do Sul;Inservível;8116
